label	sequence	code	agreement	type	reference	HYDDB
20120800_E2X_16_c_000000005333_17	20120800_E2X_16_c_000000005333_17	A	1	fefe_A	no	fefe_A
20120800_E2X_16_c_000000005277_34	20120800_E2X_16_c_000000005277_34	A	1	fefe_A	no	fefe_A
20120800_E2X_13_c_000000003959_2	20120800_E2X_13_c_000000003959_2	A	1	fefe_A	no	fefe_A
20120800_E2X_13_c_000000003958_9	20120800_E2X_13_c_000000003958_9	A	1	fefe_A	no	fefe_A
20120800_E2X_13_c_000000003938_11	20120800_E2X_13_c_000000003938_11	A	1	fefe_A	no	fefe_A
20120800_E2X_11_c_000000002802_2	20120800_E2X_11_c_000000002802_2	A	1	fefe_A	no	fefe_A
20120800_E2M_2_c_000000001035_2	20120800_E2M_2_c_000000001035_2	A	1	fefe_A	no	fefe_A
20120800_E2M_2_c_000000000774_3	20120800_E2M_2_c_000000000774_3	A	1	fefe_A	no	fefe_A
20120800_E2D_4_c_000000006814_2	20120800_E2D_4_c_000000006814_2	A	1	fefe_A	no	fefe_A
20120800_E2D_4_c_000000006509_4	20120800_E2D_4_c_000000006509_4	A	1	fefe_A	no	fefe_A
20120800_E2D_20_c_000000001589_22	20120800_E2D_20_c_000000001589_22	A	1	fefe_A	no	fefe_A
20120800_E2D_20_c_000000001566_8	20120800_E2D_20_c_000000001566_8	A	1	fefe_A	no	fefe_A
20120800_E2D_20_c_000000001415_4	20120800_E2D_20_c_000000001415_4	A	1	fefe_A	no	fefe_A
20120800_E2D_13_c_000000002102_2	20120800_E2D_13_c_000000002102_2	A	1	fefe_A	no	fefe_A
20120800_E2D_13_c_000000002036_4	20120800_E2D_13_c_000000002036_4	A	1	fefe_A	no	fefe_A
20120800_E2D_10_c_000000004876_5	20120800_E2D_10_c_000000004876_5	A	1	fefe_A	no	fefe_A
20120800_E2D_10_c_000000004730_6	20120800_E2D_10_c_000000004730_6	A	1	fefe_A	no	fefe_A
20120800_E1X_7_c_000000000883_3	20120800_E1X_7_c_000000000883_3	A	1	fefe_A	no	fefe_A
20120800_E1X_12_c_000000003147_9	20120800_E1X_12_c_000000003147_9	A	1	fefe_A	no	fefe_A
20120800_E1X_12_c_000000003147_3	20120800_E1X_12_c_000000003147_3	A	1	fefe_A	no	fefe_A
20120800_E1D_7_c_000000004603_7	20120800_E1D_7_c_000000004603_7	A	1	fefe_A	no	fefe_A
20120800_E1D_19_c_000000006402_15	20120800_E1D_19_c_000000006402_15	A	1	fefe_A	no	fefe_A
20120800_E1D_18_c_000000006555_2	20120800_E1D_18_c_000000006555_2	A	1	fefe_A	no	fefe_A
20120800_E1D_15_c_000000006331_9	20120800_E1D_15_c_000000006331_9	A	1	fefe_A	no	fefe_A
20120700_S1D_98_c_000000048949_12	20120700_S1D_98_c_000000048949_12	A	1	fefe_A	no	fefe_A
20120700_S1D_77_c_000000077508_9	20120700_S1D_77_c_000000077508_9	A	1	fefe_A	no	fefe_A
20120700_S1D_74_c_000000032606_7	20120700_S1D_74_c_000000032606_7	A	1	fefe_A	no	fefe_A
20120700_S1D_73_c_000000074529_3	20120700_S1D_73_c_000000074529_3	A	1	fefe_A	no	fefe_A
20120700_S1D_67_c_000000013853_3	20120700_S1D_67_c_000000013853_3	A	1	fefe_A	no	fefe_A
20120700_S1D_49_c_000000018273_1	20120700_S1D_49_c_000000018273_1	A	1	fefe_A	no	fefe_A
20120700_S1D_48_c_000000071398_23	20120700_S1D_48_c_000000071398_23	A	1	fefe_A	no	fefe_A
20120700_S1D_39_c_000000057280_4	20120700_S1D_39_c_000000057280_4	A	1	fefe_A	no	fefe_A
20120700_S1D_30_c_000000001425_5	20120700_S1D_30_c_000000001425_5	A	1	fefe_A	no	fefe_A
20120700_S1D_26_c_000000005438_4	20120700_S1D_26_c_000000005438_4	A	1	fefe_A	no	fefe_A
20120700_S1D_26_c_000000005424_20	20120700_S1D_26_c_000000005424_20	A	1	fefe_A	no	fefe_A
20120700_S1D_24_c_000000028948_4	20120700_S1D_24_c_000000028948_4	A	1	fefe_A	no	fefe_A
20120700_S1D_24_c_000000028871_3	20120700_S1D_24_c_000000028871_3	A	1	fefe_A	no	fefe_A
20120700_S1D_24_c_000000028732_9	20120700_S1D_24_c_000000028732_9	A	1	fefe_A	no	fefe_A
20120700_S1D_107_c_000000092957_32	20120700_S1D_107_c_000000092957_32	A	1	fefe_A	no	fefe_A
20120700_S1D_107_c_000000092957_22	20120700_S1D_107_c_000000092957_22	A	1	fefe_A	no	fefe_A
20120700_S1D_104_c_000000032514_13	20120700_S1D_104_c_000000032514_13	A	1	fefe_A	no	fefe_A
20120700_S1D_103_c_000000003390_7	20120700_S1D_103_c_000000003390_7	A	1	fefe_A	no	fefe_A
20120700_P3D_20_c_000000084747_52	20120700_P3D_20_c_000000084747_52	A	1	fefe_A	no	fefe_A
20120700_P3D_20_c_000000084591_23	20120700_P3D_20_c_000000084591_23	A	1	fefe_A	no	fefe_A
20120700_P3D_138_c_000000007612_2	20120700_P3D_138_c_000000007612_2	A	1	fefe_A	no	fefe_A
20120700_P3D_112_c_000000057391_33	20120700_P3D_112_c_000000057391_33	A	1	fefe_A	no	fefe_A
20120700_P3D_105_c_000000075338_4	20120700_P3D_105_c_000000075338_4	A	1	fefe_A	no	fefe_A
20120700_E3M_3_c_000000038955_4	20120700_E3M_3_c_000000038955_4	A	1	fefe_A	no	fefe_A
20120700_E3M_2_c_000000037382_36	20120700_E3M_2_c_000000037382_36	A	1	fefe_A	no	fefe_A
20120600_S1D_7_c_000000003642_2	20120600_S1D_7_c_000000003642_2	A	1	fefe_A	no	fefe_A
20120600_S1D_1_c_000000004003_15	20120600_S1D_1_c_000000004003_15	A	1	fefe_A	no	fefe_A
20120600_E3D_50_c_000000012390_2	20120600_E3D_50_c_000000012390_2	A	1	fefe_A	no	fefe_A
20120600_E3D_50_c_000000012324_4	20120600_E3D_50_c_000000012324_4	A	1	fefe_A	no	fefe_A
20120600_E3D_49_c_000000000955_2	20120600_E3D_49_c_000000000955_2	A	1	fefe_A	no	fefe_A
20120600_E3D_42_c_000000016992_25	20120600_E3D_42_c_000000016992_25	A	1	fefe_A	no	fefe_A
20120600_E3D_42_c_000000016968_10	20120600_E3D_42_c_000000016968_10	A	1	fefe_A	no	fefe_A
20120600_E3D_41_c_000000011556_11	20120600_E3D_41_c_000000011556_11	A	1	fefe_A	no	fefe_A
20120600_E3D_38_c_000000018126_61	20120600_E3D_38_c_000000018126_61	A	1	fefe_A	no	fefe_A
20120600_E3D_38_c_000000018082_25	20120600_E3D_38_c_000000018082_25	A	1	fefe_A	no	fefe_A
20120600_E3D_3_c_000000015994_7	20120600_E3D_3_c_000000015994_7	A	1	fefe_A	no	fefe_A
20120600_E3D_29_c_000000022987_10	20120600_E3D_29_c_000000022987_10	A	1	fefe_A	no	fefe_A
20120600_E3D_29_c_000000022902_13	20120600_E3D_29_c_000000022902_13	A	1	fefe_A	no	fefe_A
20120600_E3D_27_c_000000013371_9	20120600_E3D_27_c_000000013371_9	A	1	fefe_A	no	fefe_A
20120600_E3D_27_c_000000013371_5	20120600_E3D_27_c_000000013371_5	A	1	fefe_A	no	fefe_A
20120600_E3D_26_c_000000004644_2	20120600_E3D_26_c_000000004644_2	A	1	fefe_A	no	fefe_A
20120600_E3D_25_c_000000016850_6	20120600_E3D_25_c_000000016850_6	A	1	fefe_A	no	fefe_A
20120600_E3D_25_c_000000016587_2	20120600_E3D_25_c_000000016587_2	A	1	fefe_A	no	fefe_A
20120600_E3D_14_c_000000019820_8	20120600_E3D_14_c_000000019820_8	A	1	fefe_A	no	fefe_A
20120600_E3D_13_c_000000013764_7	20120600_E3D_13_c_000000013764_7	A	1	fefe_A	no	fefe_A
20120600_E3D_13_c_000000013708_2	20120600_E3D_13_c_000000013708_2	A	1	fefe_A	no	fefe_A
20120600_E2D_8_c_000000008478_3	20120600_E2D_8_c_000000008478_3	A	1	fefe_A	no	fefe_A
20120600_E2D_8_c_000000008296_4	20120600_E2D_8_c_000000008296_4	A	1	fefe_A	no	fefe_A
20120600_E2D_7_c_000000017925_5	20120600_E2D_7_c_000000017925_5	A	1	fefe_A	no	fefe_A
20120600_E2D_57_c_000000020293_4	20120600_E2D_57_c_000000020293_4	A	1	fefe_A	no	fefe_A
20120600_E2D_44_c_000000003879_1	20120600_E2D_44_c_000000003879_1	A	1	fefe_A	no	fefe_A
20120600_E2D_44_c_000000003755_7	20120600_E2D_44_c_000000003755_7	A	1	fefe_A	no	fefe_A
20120600_E2D_38_c_000000010168_27	20120600_E2D_38_c_000000010168_27	A	1	fefe_A	no	fefe_A
20120600_E2D_38_c_000000010055_2	20120600_E2D_38_c_000000010055_2	A	1	fefe_A	no	fefe_A
20120600_E2D_36_c_000000005127_9	20120600_E2D_36_c_000000005127_9	A	1	fefe_A	no	fefe_A
20120600_E2D_27_c_000000014183_2	20120600_E2D_27_c_000000014183_2	A	1	fefe_A	no	fefe_A
20120600_E2D_22_c_000000009807_11	20120600_E2D_22_c_000000009807_11	A	1	fefe_A	no	fefe_A
20120600_E2D_19_c_000000014325_8	20120600_E2D_19_c_000000014325_8	A	1	fefe_A	no	fefe_A
20120600_E2D_11_c_000000015013_3	20120600_E2D_11_c_000000015013_3	A	1	fefe_A	no	fefe_A
20120600_E2D_11_c_000000015013_12	20120600_E2D_11_c_000000015013_12	A	1	fefe_A	no	fefe_A
20120600_E2D_1_c_000000018135_8	20120600_E2D_1_c_000000018135_8	A	1	fefe_A	no	fefe_A
20120600_E2D_1_c_000000018023_6	20120600_E2D_1_c_000000018023_6	A	1	fefe_A	no	fefe_A
20120600_E1D_54_c_000000000712_9	20120600_E1D_54_c_000000000712_9	A	1	fefe_A	no	fefe_A
20120600_E1D_54_c_000000000651_75	20120600_E1D_54_c_000000000651_75	A	1	fefe_A	no	fefe_A
20120600_E1D_54_c_000000000610_21	20120600_E1D_54_c_000000000610_21	A	1	fefe_A	no	fefe_A
20120600_E1D_37_c_000000009300_5	20120600_E1D_37_c_000000009300_5	A	1	fefe_A	no	fefe_A
20120600_E1D_35_c_000000007950_16	20120600_E1D_35_c_000000007950_16	A	1	fefe_A	no	fefe_A
20120600_E1D_35_c_000000007939_7	20120600_E1D_35_c_000000007939_7	A	1	fefe_A	no	fefe_A
20120600_E1D_31_c_000000003174_24	20120600_E1D_31_c_000000003174_24	A	1	fefe_A	no	fefe_A
20120600_E1D_18_c_000000004807_31	20120600_E1D_18_c_000000004807_31	A	1	fefe_A	no	fefe_A
20120600_E1D_10_c_000000014357_2	20120600_E1D_10_c_000000014357_2	A	1	fefe_A	no	fefe_A
20120600_E1D_10_c_000000014204_19	20120600_E1D_10_c_000000014204_19	A	1	fefe_A	no	fefe_A
20120500_P28_9_c_000000000164_2	20120500_P28_9_c_000000000164_2	A	1	fefe_A	no	fefe_A
20120500_P28_3_c_000000003627_1	20120500_P28_3_c_000000003627_1	A	1	fefe_A	no	fefe_A
20120500_P28_11_c_000000001872_8	20120500_P28_11_c_000000001872_8	A	1	fefe_A	no	fefe_A
20120500_P28_11_c_000000001849_15	20120500_P28_11_c_000000001849_15	A	1	fefe_A	no	fefe_A
20120500_P26_5_c_000000003192_11	20120500_P26_5_c_000000003192_11	A	1	fefe_A	no	fefe_A
20120500_P19_9_c_000000001673_8	20120500_P19_9_c_000000001673_8	A	1	fefe_A	no	fefe_A
20120500_P19_9_c_000000001579_2	20120500_P19_9_c_000000001579_2	A	1	fefe_A	no	fefe_A
20120500_P19_8_c_000000001457_43	20120500_P19_8_c_000000001457_43	A	1	fefe_A	no	fefe_A
20120500_P19_5_c_000000002122_20	20120500_P19_5_c_000000002122_20	A	1	fefe_A	no	fefe_A
20120500_P19_10_c_000000001989_5	20120500_P19_10_c_000000001989_5	A	1	fefe_A	no	fefe_A
20111000_S2M_12_c_000000002188_8	20111000_S2M_12_c_000000002188_8	A	1	fefe_A	no	fefe_A
20111000_P3M_44_c_000000005408_7	20111000_P3M_44_c_000000005408_7	A	1	fefe_A	no	fefe_A
20111000_P3D_13_c_000000000562_23	20111000_P3D_13_c_000000000562_23	A	1	fefe_A	no	fefe_A
20111000_E3D_7_c_000000002650_2	20111000_E3D_7_c_000000002650_2	A	1	fefe_A	no	fefe_A
20111000_E3D_2_c_000000000845_4	20111000_E3D_2_c_000000000845_4	A	1	fefe_A	no	fefe_A
20111000_E3D_2_c_000000000796_6	20111000_E3D_2_c_000000000796_6	A	1	fefe_A	no	fefe_A
20110800_E3M_4_c_000000002812_23	20110800_E3M_4_c_000000002812_23	A	1	fefe_A	no	fefe_A
20110800_E3M_4_c_000000002712_8	20110800_E3M_4_c_000000002712_8	A	1	fefe_A	no	fefe_A
20110800_E3D_40_c_000000005423_20	20110800_E3D_40_c_000000005423_20	A	1	fefe_A	no	fefe_A
20110800_E3D_38_c_000000006862_26	20110800_E3D_38_c_000000006862_26	A	1	fefe_A	no	fefe_A
20110800_E3D_32_c_000000002365_9	20110800_E3D_32_c_000000002365_9	A	1	fefe_A	no	fefe_A
20110800_E3D_3_c_000000007370_4	20110800_E3D_3_c_000000007370_4	A	1	fefe_A	no	fefe_A
20110800_E3D_28_c_000000003301_3	20110800_E3D_28_c_000000003301_3	A	1	fefe_A	no	fefe_A
20110800_E3D_26_c_000000012080_45	20110800_E3D_26_c_000000012080_45	A	1	fefe_A	no	fefe_A
20110800_E3D_22_c_000000009602_2	20110800_E3D_22_c_000000009602_2	A	1	fefe_A	no	fefe_A
20110800_E3D_16_c_000000000650_4	20110800_E3D_16_c_000000000650_4	A	1	fefe_A	no	fefe_A
20110800_E3D_15_c_000000000983_4	20110800_E3D_15_c_000000000983_4	A	1	fefe_A	no	fefe_A
20110800_E2S_4_c_000000000741_5	20110800_E2S_4_c_000000000741_5	A	1	fefe_A	no	fefe_A
20110800_E2D_6_c_000000002802_10	20110800_E2D_6_c_000000002802_10	A	1	fefe_A	no	fefe_A
20110800_E2D_34_c_000000008010_6	20110800_E2D_34_c_000000008010_6	A	1	fefe_A	no	fefe_A
20110800_E2D_32_c_000000010130_3	20110800_E2D_32_c_000000010130_3	A	1	fefe_A	no	fefe_A
20110800_E2D_32_c_000000009941_13	20110800_E2D_32_c_000000009941_13	A	1	fefe_A	no	fefe_A
20110800_E2D_31_c_000000007258_12	20110800_E2D_31_c_000000007258_12	A	1	fefe_A	no	fefe_A
20110800_E2D_31_c_000000007245_1	20110800_E2D_31_c_000000007245_1	A	1	fefe_A	no	fefe_A
20110800_E2D_3_c_000000007462_14	20110800_E2D_3_c_000000007462_14	A	1	fefe_A	no	fefe_A
20110800_E2D_1_c_000000008579_3	20110800_E2D_1_c_000000008579_3	A	1	fefe_A	no	fefe_A
20110800_E2D_1_c_000000008548_4	20110800_E2D_1_c_000000008548_4	A	1	fefe_A	no	fefe_A
20110800_E1S_8_c_000000002255_5	20110800_E1S_8_c_000000002255_5	A	1	fefe_A	no	fefe_A
20110800_E1D_6_c_000000005370_19	20110800_E1D_6_c_000000005370_19	A	1	fefe_A	no	fefe_A
20110800_E1D_5_c_000000002208_27	20110800_E1D_5_c_000000002208_27	A	1	fefe_A	no	fefe_A
20110800_E1D_3_c_000000002142_11	20110800_E1D_3_c_000000002142_11	A	1	fefe_A	no	fefe_A
20110800_E1D_17_c_000000006111_4	20110800_E1D_17_c_000000006111_4	A	1	fefe_A	no	fefe_A
20110700_S2D_14_c_000000000302_7	20110700_S2D_14_c_000000000302_7	A	1	fefe_A	no	fefe_A
20110700_P2D_15_c_000000007078_4	20110700_P2D_15_c_000000007078_4	A	1	fefe_A	no	fefe_A
20110700_P2D_15_c_000000007078_10	20110700_P2D_15_c_000000007078_10	A	1	fefe_A	no	fefe_A
20110700_E2S_1_c_000000000403_3	20110700_E2S_1_c_000000000403_3	A	1	fefe_A	no	fefe_A
20110700_E2S_1_c_000000000174_4	20110700_E2S_1_c_000000000174_4	A	1	fefe_A	no	fefe_A
20110700_E2M_2_c_000000001769_1	20110700_E2M_2_c_000000001769_1	A	1	fefe_A	no	fefe_A
20110700_E2M_2_c_000000001653_3	20110700_E2M_2_c_000000001653_3	A	1	fefe_A	no	fefe_A
20110700_E1D_5_c_000000000319_8	20110700_E1D_5_c_000000000319_8	A	1	fefe_A	no	fefe_A
20110600_S1M_11_c_000000004446_2	20110600_S1M_11_c_000000004446_2	A	1	fefe_A	no	fefe_A
20110600_E3S_1_c_000000000833_3	20110600_E3S_1_c_000000000833_3	A	1	fefe_A	no	fefe_A
20110600_E3S_1_c_000000000467_1	20110600_E3S_1_c_000000000467_1	A	1	fefe_A	no	fefe_A
20110600_E2D_3_c_000000000117_8	20110600_E2D_3_c_000000000117_8	A	1	fefe_A	no	fefe_A
20100900_E3D_14_c_000000002614_2	20100900_E3D_14_c_000000002614_2	A	1	fefe_A	no	fefe_A
20100900_E2D_7_c_000000001039_8	20100900_E2D_7_c_000000001039_8	A	1	fefe_A	no	fefe_A
20100900_E2D_7_c_000000001039_25	20100900_E2D_7_c_000000001039_25	A	1	fefe_A	no	fefe_A
20100900_E1D_8_c_000000003244_13	20100900_E1D_8_c_000000003244_13	A	1	fefe_A	no	fefe_A
20100900_E1D_8_c_000000003189_15	20100900_E1D_8_c_000000003189_15	A	1	fefe_A	no	fefe_A
20100900_E1D_16_c_000000004595_5	20100900_E1D_16_c_000000004595_5	A	1	fefe_A	no	fefe_A
STM_0716_S_M_E013_D_bin.53_k121_68852_1	STM_0716_S_M_E013_D_bin.53_k121_68852_1	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E069_E061_E_bin.45_k121_748683_5	STM_0716_E_M_E069_E061_E_bin.45_k121_748683_5	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E069_E061_E_bin.45_k121_2312119_1	STM_0716_E_M_E069_E061_E_bin.45_k121_2312119_1	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E069_D_bin.35_k121_2296941_13	STM_0716_E_M_E069_D_bin.35_k121_2296941_13	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E061_A_bin.30_k121_1465053_7	STM_0716_E_M_E061_A_bin.30_k121_1465053_7	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E054_A_bin.52_k121_555130_3	STM_0716_E_M_E054_A_bin.52_k121_555130_3	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E054_A_bin.21_k121_466820_20	STM_0716_E_M_E054_A_bin.21_k121_466820_20	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E054_A_bin.21_k121_1480649_19	STM_0716_E_M_E054_A_bin.21_k121_1480649_19	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E050_E054_E058_D_bin.80_k121_8618217_1	STM_0716_E_M_E050_E054_E058_D_bin.80_k121_8618217_1	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E050_E054_E058_A_bin.156_k121_9175855_13	STM_0716_E_M_E050_E054_E058_A_bin.156_k121_9175855_13	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E050_E054_E058_A_bin.156_k121_4644237_4	STM_0716_E_M_E050_E054_E058_A_bin.156_k121_4644237_4	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_E058_A_bin.85_k121_909970_81	STM_0716_E_M_E034_E058_A_bin.85_k121_909970_81	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_E058_A_bin.85_k121_4701743_9	STM_0716_E_M_E034_E058_A_bin.85_k121_4701743_9	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_E058_A_bin.33_k121_3805235_4	STM_0716_E_M_E034_E058_A_bin.33_k121_3805235_4	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_E058_A_bin.128_k121_4557576_7	STM_0716_E_M_E034_E058_A_bin.128_k121_4557576_7	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_E058_A_bin.128_k121_315456_16	STM_0716_E_M_E034_E058_A_bin.128_k121_315456_16	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_E058_A_bin.12_k121_5123704_4	STM_0716_E_M_E034_E058_A_bin.12_k121_5123704_4	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E034_A_bin.60_k121_2541794_4	STM_0716_E_M_E034_A_bin.60_k121_2541794_4	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E030_E054_E065_D_bin.82_k121_9276233_5	STM_0716_E_M_E030_E054_E065_D_bin.82_k121_9276233_5	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E030_E054_E065_D_bin.82_k121_7709738_1	STM_0716_E_M_E030_E054_E065_D_bin.82_k121_7709738_1	3	1	fefe_B	no	fefe_B
STM_0716_E_M_E026_E050_A_bin.98_k121_4364654_8	STM_0716_E_M_E026_E050_A_bin.98_k121_4364654_8	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.91_92.88_0.54_NODE_564_length_37241_cov_6.412844_29	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.91_92.88_0.54_NODE_564_length_37241_cov_6.412844_29	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42_NODE_4614_length_10671_cov_8.193576_6	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.47_85.60_2.42_NODE_4614_length_10671_cov_8.193576_6	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.36_72.59_0.89_NODE_20171_length_4182_cov_5.741216_1	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.36_72.59_0.89_NODE_20171_length_4182_cov_5.741216_1	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.17_77.78_2.69_NODE_2016_length_17750_cov_358.084996_1	Fen.Unlabelled.R3.T3.F1.trimmomatic.metaspades_bin.17_77.78_2.69_NODE_2016_length_17750_cov_358.084996_1	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.14_70.54_1.79_NODE_2580_length_6047_cov_4.525033_1	Fen.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.14_70.54_1.79_NODE_2580_length_6047_cov_4.525033_1	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.5_81.01_1.93_NODE_1259_length_11600_cov_75.736076_6	Fen.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.5_81.01_1.93_NODE_1259_length_11600_cov_75.736076_6	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.67_78.91_1.19_NODE_1616_length_18751_cov_7.112965_8	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.67_78.91_1.19_NODE_1616_length_18751_cov_7.112965_8	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72_NODE_6930_length_8165_cov_4.880025_7	Fen.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.62_76.88_1.72_NODE_6930_length_8165_cov_4.880025_7	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.33_81.45_2.20_NODE_850_length_13471_cov_45.838178_6	Fen.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.33_81.45_2.20_NODE_850_length_13471_cov_45.838178_6	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.79_77.74_1.08_NODE_12132_length_4759_cov_286.368197_5	Fen.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.79_77.74_1.08_NODE_12132_length_4759_cov_286.368197_5	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24_NODE_3839_length_8582_cov_6.269028_8	Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.10_87.59_0.24_NODE_3839_length_8582_cov_6.269028_8	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.1_83.87_1.79_NODE_1850_length_13571_cov_157.822211_6	Fen.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.1_83.87_1.79_NODE_1850_length_13571_cov_157.822211_6	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_88.97_0.00_k141_659497_2	Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_88.97_0.00_k141_659497_2	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.15_70.76_3.55_k141_520269_1	Fen.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.15_70.76_3.55_k141_520269_1	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.62_83.32_2.20_NODE_3740_length_10660_cov_379.273362_5	Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.62_83.32_2.20_NODE_3740_length_10660_cov_379.273362_5	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.31_80.65_2.69_NODE_1491_length_10301_cov_12.040504_6	Fen.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.31_80.65_2.69_NODE_1491_length_10301_cov_12.040504_6	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.23_80.11_1.08_NODE_532_length_15430_cov_37.262374_13	Fen.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.23_80.11_1.08_NODE_532_length_15430_cov_37.262374_13	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.45_77.69_1.61_NODE_3270_length_7283_cov_194.622856_1	Fen.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.45_77.69_1.61_NODE_3270_length_7283_cov_194.622856_1	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.27_91.70_2.68_k141_860887_2	Fen.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.27_91.70_2.68_k141_860887_2	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.11_89.30_5.73_scaffold_331_c1_2	Fen.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.11_89.30_5.73_scaffold_331_c1_2	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.27_79.22_2.69_NODE_1382_length_12024_cov_38.191495_4	Fen.Unlabelled.R1.T3.F2.trimmomatic.metaspades_bin.27_79.22_2.69_NODE_1382_length_12024_cov_38.191495_4	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.62_83.80_1.99_NODE_3476_length_10848_cov_4.959881_5	Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.62_83.80_1.99_NODE_3476_length_10848_cov_4.959881_5	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.26_71.72_1.72_NODE_847_length_26801_cov_5.436028_9	Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.26_71.72_1.72_NODE_847_length_26801_cov_5.436028_9	3	1	fefe_B	no	fefe_B
Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.1_78.41_3.32_NODE_1316_length_20536_cov_271.253894_14	Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.1_78.41_3.32_NODE_1316_length_20536_cov_271.253894_14	3	1	fefe_B	no	fefe_B
